checking,duration,history,purpose,amount,savings,employed,installp,marital,coapp,resident,property,age,housing,existcr,job,depends,telephon,foreign,good_bad
< 0 DM,24,Bank paid,New Car,2325,100-500 DM,4-7 Years,2,Male M/D,None,3,Others,32,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,10,Bank paid,Television,1048,< 100 DM ,1-4 Years,4,Male M/D,None,4,Real Estate,23,Own,1,Unskilled,1,None,No,good
No Acc,21,Existing paid,Television,3160,Unknown,>7 Years,4,Male M/D,None,3,Building society,41,Own,1,Skilled,1,Registered,No,good
< 0 DM,24,Bank paid,Furniture,2483,500-1000 DM,1-4 Years,4,Male M/D,None,4,Real Estate,22,Own,1,Skilled,1,Registered,No,good
< 0 DM,39,Dues Remain,Furniture,14179,Unknown,4-7 Years,4,Male M/D,None,4,Building society,30,Own,2,Highly Qualified,1,Registered,No,good
< 0 DM,13,Dues Remain,Business,1797,< 100 DM ,1 Year,3,Male M/D,None,1,Building society,28,Own,2,Unskilled,1,None,No,good
< 0 DM,15,Existing paid,New Car,2511,< 100 DM ,Unemployed,1,Female M/D,None,4,Others,23,Rent,1,Skilled,1,None,No,good
< 0 DM,12,Existing paid,New Car,1274,< 100 DM ,1 Year,3,Female M/D,None,1,Real Estate,37,Own,1,Unskilled,1,None,No,bad
No Acc,21,Existing paid,Old Car,5248,Unknown,1-4 Years,1,Male M/D,None,3,Others,26,Own,1,Skilled,1,None,No,good
No Acc,15,Existing paid,Old Car,3029,< 100 DM ,4-7 Years,2,Male M/D,None,2,Others,33,Own,1,Skilled,1,None,No,good
< 0 DM,6,Existing paid,Furniture,428,< 100 DM ,>7 Years,2,Female M/D,None,1,Building society,49,Own,1,Skilled,1,Registered,No,good
< 0 DM,18,Existing paid,New Car,976,< 100 DM ,1 Year,1,Female M/D,None,2,Others,23,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,12,Existing paid,Business,841,100-500 DM,4-7 Years,2,Female M/D,None,4,Real Estate,23,Rent,1,Unskilled,1,None,No,good
No Acc,30,Dues Remain,Television,5771,< 100 DM ,4-7 Years,4,Female M/D,None,2,Others,25,Own,2,Skilled,1,None,No,good
No Acc,12,Delayed,Repairs,1555,>1000 DM,>7 Years,4,Male M/D,None,4,Unknown,55,Free,2,Skilled,2,None,No,bad
< 0 DM,24,Existing paid,New Car,1285,Unknown,4-7 Years,4,Female M/D,None,4,Unknown,32,Rent,1,Skilled,1,None,No,bad
>= 200 DM,6,Dues Remain,New Car,1299,< 100 DM ,1-4 Years,1,Male M/D,None,1,Real Estate,74,Own,3,Unemployed,2,None,Yes,good
>= 200 DM,15,Dues Remain,Television,1271,Unknown,1-4 Years,3,Male M/D,None,4,Unknown,39,Free,2,Skilled,1,Registered,No,bad
No Acc,24,Existing paid,New Car,1393,< 100 DM ,1-4 Years,2,Male M/D,Guarantor,2,Real Estate,31,Own,1,Skilled,1,Registered,No,good
< 0 DM,12,Dues Remain,New Car,691,< 100 DM ,>7 Years,4,Male M/D,None,3,Building society,35,Own,2,Skilled,1,None,No,bad
No Acc,15,Dues Remain,New Car,5045,Unknown,>7 Years,1,Female M/D,None,4,Others,59,Own,1,Skilled,1,Registered,No,good
< 0 DM,18,Dues Remain,Furniture,2124,< 100 DM ,1-4 Years,4,Female M/D,None,4,Real Estate,24,Rent,2,Skilled,1,None,No,bad
< 0 DM,12,Existing paid,Television,2214,< 100 DM ,1-4 Years,4,Male M/D,None,3,Building society,24,Own,1,Unskilled,1,None,No,good
No Acc,21,Dues Remain,New Car,12680,Unknown,>7 Years,4,Male M/D,None,4,Unknown,30,Free,1,Highly Qualified,1,Registered,No,bad
No Acc,24,Dues Remain,New Car,2463,100-500 DM,4-7 Years,4,Male S,None,3,Building society,27,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,12,Existing paid,Television,1155,< 100 DM ,>7 Years,3,Male S,Guarantor,3,Real Estate,40,Own,2,Unskilled,1,None,No,good
< 0 DM,30,Existing paid,Furniture,3108,< 100 DM ,1 Year,2,Female S,None,4,Building society,31,Own,1,Unskilled,1,None,No,bad
No Acc,10,Existing paid,Old Car,2901,Unknown,1 Year,1,Female M/D,None,4,Real Estate,31,Rent,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Dues Remain,Furniture,3617,< 100 DM ,>7 Years,1,Male M/D,None,4,Others,28,Rent,3,Skilled,1,Registered,No,good
No Acc,12,Dues Remain,Television,1655,< 100 DM ,>7 Years,2,Male M/D,None,4,Real Estate,63,Own,2,Unskilled,1,Registered,No,good
< 0 DM,24,Existing paid,Old Car,2812,Unknown,>7 Years,2,Female M/D,None,4,Real Estate,26,Rent,1,Skilled,1,None,No,good
< 0 DM,36,Dues Remain,Education,8065,< 100 DM ,1-4 Years,3,Female M/D,None,2,Unknown,25,Own,2,Highly Qualified,1,Registered,No,bad
No Acc,21,Dues Remain,Old Car,3275,< 100 DM ,>7 Years,1,Male M/D,None,4,Others,36,Own,1,Highly Qualified,1,Registered,No,good
No Acc,24,Dues Remain,Television,2223,100-500 DM,>7 Years,4,Male M/D,None,4,Building society,52,Own,2,Skilled,1,None,No,good
>= 200 DM,12,Dues Remain,New Car,1480,500-1000 DM,Unemployed,2,Male M/D,None,4,Unknown,66,Free,3,Unemployed,1,None,No,good
< 0 DM,24,Existing paid,New Car,1371,Unknown,1-4 Years,4,Female M/D,None,4,Real Estate,25,Rent,1,Skilled,1,None,No,bad
No Acc,36,Dues Remain,New Car,3535,< 100 DM ,4-7 Years,4,Male M/D,None,4,Others,37,Own,2,Skilled,1,Registered,No,good
< 0 DM,18,Existing paid,Television,3509,< 100 DM ,4-7 Years,4,Female M/D,Guarantor,1,Real Estate,25,Own,1,Skilled,1,None,No,good
No Acc,36,Dues Remain,Old Car,5711,>1000 DM,>7 Years,4,Male M/D,None,2,Others,38,Own,2,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,18,Existing paid,Repairs,3872,< 100 DM ,Unemployed,2,Female M/D,None,4,Others,67,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,39,Dues Remain,Television,4933,< 100 DM ,4-7 Years,2,Male M/D,Guarantor,2,Real Estate,25,Own,2,Skilled,1,None,No,bad
No Acc,24,Dues Remain,New Car,1940,>1000 DM,>7 Years,4,Male M/D,None,4,Real Estate,60,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,12,All Paid,Retraining,1410,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,31,Own,1,Unskilled,1,Registered,No,good
0 <= ... < 200 DM,12,Existing paid,New Car,836,100-500 DM,1 Year,4,Female M/D,None,2,Building society,23,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,20,Existing paid,Old Car,6468,Unknown,Unemployed,1,Female S,None,4,Real Estate,60,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,18,Existing paid,Business,1941,>1000 DM,1-4 Years,4,Male M/D,None,2,Building society,35,Own,1,Unskilled,1,Registered,No,good
No Acc,22,Existing paid,Television,2675,500-1000 DM,>7 Years,3,Male M/D,None,4,Others,40,Own,1,Skilled,1,None,No,good
No Acc,48,Dues Remain,Old Car,2751,Unknown,>7 Years,4,Male M/D,None,3,Others,38,Own,2,Skilled,2,Registered,No,good
0 <= ... < 200 DM,48,Delayed,Education,6224,< 100 DM ,>7 Years,4,Male M/D,None,4,Unknown,50,Free,1,Skilled,1,None,No,bad
< 0 DM,40,Dues Remain,Education,5998,< 100 DM ,1-4 Years,4,Male M/D,None,3,Unknown,27,Own,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,21,Existing paid,Business,1188,< 100 DM ,>7 Years,2,Female M/D,None,4,Building society,39,Own,1,Skilled,2,None,No,bad
No Acc,24,Existing paid,Old Car,6313,Unknown,>7 Years,3,Male M/D,None,4,Others,41,Own,1,Highly Qualified,2,Registered,No,good
No Acc,6,Dues Remain,Furniture,1221,Unknown,1-4 Years,1,Male S,None,2,Building society,27,Own,2,Skilled,1,None,No,good
>= 200 DM,24,Existing paid,Furniture,2892,< 100 DM ,>7 Years,3,Female S,None,4,Unknown,51,Free,1,Skilled,1,None,No,good
No Acc,24,Existing paid,Furniture,3062,500-1000 DM,>7 Years,4,Male M/D,None,3,Unknown,32,Rent,1,Skilled,1,Registered,No,good
No Acc,9,Existing paid,Furniture,2301,100-500 DM,1 Year,2,Female M/D,None,4,Building society,22,Rent,1,Skilled,1,None,No,good
< 0 DM,18,Existing paid,Old Car,7511,Unknown,>7 Years,1,Male M/D,None,4,Building society,51,Free,1,Skilled,2,Registered,No,bad
No Acc,12,Dues Remain,Furniture,1258,< 100 DM ,1 Year,2,Female M/D,None,4,Building society,22,Rent,2,Unskilled,1,None,No,good
No Acc,24,Delayed,New Car,717,Unknown,>7 Years,4,Male S,None,4,Others,54,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,9,Existing paid,New Car,1549,Unknown,1 Year,4,Male M/D,None,2,Real Estate,35,Own,1,Unemployed,1,None,No,good
No Acc,24,Dues Remain,Education,1597,< 100 DM ,>7 Years,4,Male M/D,None,4,Unknown,54,Free,2,Skilled,2,None,No,good
0 <= ... < 200 DM,18,Dues Remain,Television,1795,< 100 DM ,>7 Years,3,Female M/D,Guarantor,4,Real Estate,48,Rent,2,Unskilled,1,Registered,No,good
< 0 DM,20,Dues Remain,Furniture,4272,< 100 DM ,>7 Years,1,Female M/D,None,4,Building society,24,Own,2,Skilled,1,None,No,good
No Acc,12,Dues Remain,Television,976,Unknown,>7 Years,4,Male M/D,None,4,Others,35,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,New Car,7472,Unknown,Unemployed,1,Female M/D,None,2,Real Estate,24,Rent,1,Unemployed,1,None,No,good
< 0 DM,36,Existing paid,New Car,9271,< 100 DM ,4-7 Years,2,Male M/D,None,1,Others,24,Own,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,6,Existing paid,Television,590,< 100 DM ,1 Year,3,Male S,None,3,Real Estate,26,Own,1,Unskilled,1,None,Yes,good
No Acc,12,Dues Remain,Television,930,Unknown,>7 Years,4,Male M/D,None,4,Real Estate,65,Own,4,Skilled,1,None,No,good
0 <= ... < 200 DM,42,Bank paid,Old Car,9283,< 100 DM ,Unemployed,1,Male M/D,None,2,Unknown,55,Free,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,15,All Paid,New Car,1778,< 100 DM ,1 Year,2,Female M/D,None,1,Real Estate,26,Rent,2,Unemployed,1,None,No,bad
0 <= ... < 200 DM,8,Existing paid,Business,907,< 100 DM ,1 Year,3,Male S,None,2,Real Estate,26,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,6,Existing paid,Television,484,< 100 DM ,4-7 Years,3,Male S,Guarantor,3,Real Estate,28,Own,1,Unskilled,1,None,No,good
< 0 DM,36,Dues Remain,Old Car,9629,< 100 DM ,4-7 Years,4,Male M/D,None,4,Others,24,Own,2,Skilled,1,Registered,No,bad
< 0 DM,48,Existing paid,Appliance,3051,< 100 DM ,1-4 Years,3,Male M/D,None,4,Others,54,Own,1,Skilled,1,None,No,bad
< 0 DM,48,Existing paid,New Car,3931,< 100 DM ,4-7 Years,4,Male M/D,None,4,Unknown,46,Free,1,Skilled,2,None,No,bad
0 <= ... < 200 DM,36,Delayed,New Car,7432,< 100 DM ,1-4 Years,2,Female M/D,None,2,Building society,54,Rent,1,Skilled,1,None,No,good
No Acc,6,Existing paid,Appliance,1338,500-1000 DM,1-4 Years,1,Female S,None,4,Real Estate,62,Own,1,Skilled,1,None,No,good
No Acc,6,Dues Remain,Television,1554,< 100 DM ,4-7 Years,1,Female M/D,None,2,Others,24,Rent,2,Skilled,1,Registered,No,good
< 0 DM,36,Existing paid,Others,15857,< 100 DM ,Unemployed,2,Female S,Co-app,3,Others,43,Own,1,Highly Qualified,1,None,No,good
< 0 DM,18,Existing paid,Television,1345,< 100 DM ,1-4 Years,4,Male S,None,3,Real Estate,26,Own,1,Skilled,1,None,No,bad
No Acc,12,Existing paid,New Car,1101,< 100 DM ,1-4 Years,3,Male S,None,2,Real Estate,27,Own,2,Skilled,1,Registered,No,good
>= 200 DM,12,Existing paid,Television,3016,< 100 DM ,1-4 Years,3,Male S,None,1,Others,24,Own,1,Skilled,1,None,No,good
< 0 DM,36,Existing paid,Furniture,2712,< 100 DM ,>7 Years,2,Male M/D,None,2,Building society,41,Own,1,Skilled,2,None,No,bad
< 0 DM,8,Dues Remain,New Car,731,< 100 DM ,>7 Years,4,Male M/D,None,4,Real Estate,47,Own,2,Unskilled,1,None,No,good
No Acc,18,Dues Remain,Furniture,3780,< 100 DM ,1 Year,3,Female S,None,2,Others,35,Own,2,Highly Qualified,1,Registered,No,good
< 0 DM,21,Dues Remain,New Car,1602,< 100 DM ,>7 Years,4,Male S,None,3,Others,30,Own,2,Skilled,1,Registered,No,good
< 0 DM,18,Dues Remain,New Car,3966,< 100 DM ,>7 Years,1,Female M/D,None,4,Real Estate,33,Rent,3,Skilled,1,Registered,No,bad
No Acc,18,All Paid,Business,4165,< 100 DM ,1-4 Years,2,Male M/D,None,2,Others,36,Own,2,Skilled,2,None,No,bad
< 0 DM,36,Existing paid,Old Car,8335,Unknown,>7 Years,3,Male M/D,None,4,Unknown,47,Free,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,48,Delayed,Business,6681,Unknown,1-4 Years,4,Male M/D,None,4,Unknown,38,Free,1,Skilled,2,Registered,No,good
No Acc,24,Delayed,Business,2375,500-1000 DM,1-4 Years,4,Male M/D,None,2,Others,44,Own,2,Skilled,2,Registered,No,good
< 0 DM,18,Existing paid,New Car,1216,< 100 DM ,1 Year,4,Female M/D,None,3,Others,23,Rent,1,Skilled,1,Registered,No,bad
< 0 DM,45,All Paid,Business,11816,< 100 DM ,>7 Years,2,Male M/D,None,4,Others,29,Rent,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,24,Existing paid,Television,5084,Unknown,>7 Years,2,Female M/D,None,4,Others,42,Own,1,Skilled,1,Registered,No,good
>= 200 DM,15,Existing paid,Television,2327,< 100 DM ,1 Year,2,Female M/D,None,3,Real Estate,25,Own,1,Unskilled,1,None,No,bad
< 0 DM,12,All Paid,New Car,1082,< 100 DM ,1-4 Years,4,Male M/D,None,4,Others,48,Own,2,Skilled,1,None,No,bad
No Acc,12,Existing paid,Television,886,Unknown,1-4 Years,4,Female M/D,None,2,Others,21,Own,1,Skilled,1,None,No,good
No Acc,4,Existing paid,Furniture,601,< 100 DM ,1 Year,1,Female M/D,None,3,Real Estate,23,Rent,1,Unskilled,2,None,No,good
< 0 DM,24,Dues Remain,Old Car,2957,< 100 DM ,>7 Years,4,Male M/D,None,4,Building society,63,Own,2,Skilled,1,Registered,No,good
No Acc,24,Dues Remain,Television,2611,< 100 DM ,>7 Years,4,Male S,Co-app,3,Real Estate,46,Own,2,Skilled,1,None,No,good
< 0 DM,36,Existing paid,Furniture,5179,< 100 DM ,4-7 Years,4,Male M/D,None,2,Building society,29,Own,1,Skilled,1,None,No,bad
No Acc,21,Delayed,Old Car,2993,< 100 DM ,1-4 Years,3,Male M/D,None,2,Real Estate,28,Own,2,Unskilled,1,None,No,good
No Acc,18,Existing paid,Repairs,1943,< 100 DM ,1 Year,4,Female M/D,None,4,Real Estate,23,Own,1,Skilled,1,None,No,bad
No Acc,24,Bank paid,Business,1559,< 100 DM ,4-7 Years,4,Male M/D,None,4,Others,50,Own,1,Skilled,1,Registered,No,good
No Acc,18,Existing paid,Furniture,3422,< 100 DM ,>7 Years,4,Male M/D,None,4,Building society,47,Own,3,Skilled,2,Registered,No,good
0 <= ... < 200 DM,21,Existing paid,Furniture,3976,Unknown,4-7 Years,2,Male M/D,None,3,Others,35,Own,1,Skilled,1,Registered,No,good
No Acc,18,Existing paid,New Car,6761,Unknown,1-4 Years,2,Male M/D,None,4,Others,68,Rent,2,Skilled,1,None,No,bad
No Acc,24,Existing paid,New Car,1249,< 100 DM ,1 Year,4,Male S,None,2,Real Estate,28,Own,1,Skilled,1,None,No,good
< 0 DM,9,Existing paid,Television,1364,< 100 DM ,4-7 Years,3,Male M/D,None,4,Real Estate,59,Own,1,Skilled,1,None,No,good
< 0 DM,12,Existing paid,Television,709,< 100 DM ,>7 Years,4,Male M/D,None,4,Real Estate,57,Own,1,Unskilled,1,None,No,bad
< 0 DM,20,Dues Remain,New Car,2235,< 100 DM ,1-4 Years,4,Male S,Guarantor,2,Building society,33,Rent,2,Skilled,1,None,Yes,bad
No Acc,24,Dues Remain,Old Car,4042,Unknown,4-7 Years,3,Male M/D,None,4,Building society,43,Own,2,Skilled,1,Registered,No,good
No Acc,15,Dues Remain,Television,1471,< 100 DM ,1-4 Years,4,Male M/D,None,4,Unknown,35,Free,2,Skilled,1,Registered,No,good
< 0 DM,18,Bank paid,New Car,1442,< 100 DM ,4-7 Years,4,Male M/D,None,4,Unknown,32,Free,2,Unskilled,2,None,No,bad
No Acc,36,Delayed,New Car,10875,< 100 DM ,>7 Years,2,Male M/D,None,2,Others,45,Own,2,Skilled,2,Registered,No,good
No Acc,24,Existing paid,New Car,1474,100-500 DM,1 Year,4,Male S,None,3,Real Estate,33,Own,1,Skilled,1,Registered,No,good
No Acc,10,Existing paid,Retraining,894,Unknown,4-7 Years,4,Female M/D,None,3,Building society,40,Own,1,Skilled,1,Registered,No,good
No Acc,15,Dues Remain,Furniture,3343,< 100 DM ,1-4 Years,4,Male M/D,None,2,Unknown,28,Free,1,Skilled,1,Registered,No,good
< 0 DM,15,Existing paid,New Car,3959,< 100 DM ,1-4 Years,3,Female M/D,None,2,Building society,29,Own,1,Skilled,1,Registered,No,bad
No Acc,9,Existing paid,New Car,3577,100-500 DM,1-4 Years,1,Male M/D,Guarantor,2,Real Estate,26,Rent,1,Skilled,2,None,Yes,good
No Acc,24,Dues Remain,Old Car,5804,>1000 DM,1-4 Years,4,Male M/D,None,2,Real Estate,27,Own,2,Skilled,1,None,No,good
No Acc,18,Delayed,Business,2169,< 100 DM ,1-4 Years,4,Male S,None,2,Others,28,Own,1,Skilled,1,Registered,No,bad
< 0 DM,24,Existing paid,Television,2439,< 100 DM ,1 Year,4,Female M/D,None,4,Real Estate,35,Own,1,Skilled,1,Registered,No,bad
No Acc,27,Dues Remain,Furniture,4526,>1000 DM,1 Year,4,Male M/D,None,2,Real Estate,32,Own,2,Unskilled,2,Registered,No,good
No Acc,10,Existing paid,Furniture,2210,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,25,Rent,1,Unskilled,1,None,No,bad
No Acc,15,Existing paid,Furniture,2221,500-1000 DM,1-4 Years,2,Female M/D,None,4,Others,20,Rent,1,Skilled,1,None,No,good
< 0 DM,18,Existing paid,Television,2389,< 100 DM ,1 Year,4,Female M/D,None,1,Others,27,Own,1,Skilled,1,None,No,good
No Acc,12,Dues Remain,Furniture,3331,< 100 DM ,>7 Years,2,Male M/D,None,4,Building society,42,Own,1,Skilled,1,None,No,good
No Acc,36,Existing paid,Business,7409,Unknown,>7 Years,3,Male M/D,None,2,Building society,37,Own,2,Skilled,1,None,No,good
< 0 DM,12,Existing paid,Furniture,652,< 100 DM ,>7 Years,4,Female M/D,None,4,Building society,24,Rent,1,Skilled,1,None,No,good
No Acc,36,Delayed,Furniture,7678,500-1000 DM,4-7 Years,2,Female M/D,None,4,Others,40,Own,2,Skilled,1,Registered,No,good
>= 200 DM,6,Dues Remain,New Car,1343,< 100 DM ,>7 Years,1,Male M/D,None,4,Real Estate,46,Own,2,Skilled,2,None,Yes,good
< 0 DM,24,Dues Remain,Business,1382,100-500 DM,4-7 Years,4,Male M/D,None,1,Real Estate,26,Own,2,Skilled,1,Registered,No,good
No Acc,15,Existing paid,Appliance,874,Unknown,1 Year,4,Female M/D,None,1,Real Estate,24,Own,1,Skilled,1,None,No,good
< 0 DM,12,Existing paid,Furniture,3590,< 100 DM ,1-4 Years,2,Male M/D,Co-app,2,Building society,29,Own,1,Unskilled,2,None,No,good
0 <= ... < 200 DM,11,Dues Remain,New Car,1322,>1000 DM,1-4 Years,4,Female M/D,None,4,Others,40,Own,2,Skilled,1,None,No,good
< 0 DM,18,Bank paid,Television,1940,< 100 DM ,1 Year,3,Male M/D,Co-app,4,Unknown,36,Free,1,Highly Qualified,1,Registered,No,good
No Acc,36,Existing paid,Television,3595,< 100 DM ,>7 Years,4,Male M/D,None,2,Others,28,Own,1,Skilled,1,None,No,good
< 0 DM,9,Existing paid,New Car,1422,< 100 DM ,1 Year,3,Male M/D,None,2,Unknown,27,Free,1,Highly Qualified,1,Registered,No,bad
No Acc,30,Dues Remain,Television,6742,Unknown,4-7 Years,2,Male M/D,None,3,Building society,36,Own,2,Skilled,1,None,No,good
No Acc,24,Existing paid,Old Car,7814,< 100 DM ,4-7 Years,3,Male M/D,None,3,Others,38,Own,1,Highly Qualified,1,Registered,No,good
No Acc,24,Existing paid,Old Car,9277,Unknown,1-4 Years,2,Female S,None,4,Unknown,48,Free,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,30,Dues Remain,New Car,2181,Unknown,>7 Years,4,Male M/D,None,4,Real Estate,36,Own,2,Skilled,1,None,No,good
No Acc,18,Dues Remain,Television,1098,< 100 DM ,Unemployed,4,Female M/D,None,4,Others,65,Own,2,Unemployed,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,Furniture,4057,< 100 DM ,4-7 Years,3,Female S,None,3,Others,43,Own,1,Skilled,1,Registered,No,bad
< 0 DM,12,Existing paid,Education,795,< 100 DM ,1 Year,4,Female M/D,None,4,Building society,53,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,24,Dues Remain,Business,2825,Unknown,4-7 Years,4,Male M/D,None,3,Unknown,34,Own,2,Skilled,2,Registered,No,good
0 <= ... < 200 DM,48,Existing paid,Business,15672,< 100 DM ,1-4 Years,2,Male M/D,None,2,Others,23,Own,1,Skilled,1,Registered,No,bad
No Acc,36,Dues Remain,New Car,6614,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,34,Own,2,Highly Qualified,1,Registered,No,good
No Acc,28,Bank paid,Old Car,7824,Unknown,1 Year,3,Male M/D,Guarantor,4,Real Estate,40,Rent,2,Skilled,2,Registered,No,good
< 0 DM,27,Dues Remain,Business,2442,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,43,Own,4,Highly Qualified,2,Registered,No,good
No Acc,15,Dues Remain,Television,1829,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,46,Own,2,Skilled,1,Registered,No,good
< 0 DM,12,Dues Remain,New Car,2171,< 100 DM ,1-4 Years,4,Male M/D,None,4,Building society,38,Own,2,Unskilled,1,None,Yes,good
0 <= ... < 200 DM,36,Dues Remain,Old Car,5800,< 100 DM ,1-4 Years,3,Male M/D,None,4,Others,34,Own,2,Skilled,1,Registered,No,good
No Acc,18,Dues Remain,Television,1169,Unknown,1-4 Years,4,Male M/D,None,3,Building society,29,Own,2,Skilled,1,Registered,No,good
No Acc,36,Delayed,Old Car,8947,Unknown,4-7 Years,3,Male M/D,None,2,Others,31,Own,1,Highly Qualified,2,Registered,No,good
< 0 DM,21,Existing paid,Television,2606,< 100 DM ,1 Year,4,Female M/D,None,4,Building society,28,Rent,1,Highly Qualified,1,Registered,No,good
No Acc,12,Dues Remain,Furniture,1592,>1000 DM,4-7 Years,3,Female M/D,None,2,Building society,35,Own,1,Skilled,1,None,Yes,good
No Acc,15,Existing paid,Furniture,2186,Unknown,4-7 Years,1,Female M/D,None,4,Real Estate,33,Rent,1,Unskilled,1,None,No,good
< 0 DM,18,Existing paid,Furniture,4153,< 100 DM ,1-4 Years,2,Male M/D,Co-app,3,Others,42,Own,1,Skilled,1,None,No,bad
< 0 DM,16,Dues Remain,New Car,2625,< 100 DM ,>7 Years,2,Male M/D,Guarantor,4,Building society,43,Rent,1,Skilled,1,Registered,No,bad
No Acc,20,Dues Remain,New Car,3485,Unknown,1 Year,2,Female S,None,4,Real Estate,44,Own,2,Skilled,1,Registered,No,good
No Acc,36,Dues Remain,Old Car,10477,Unknown,>7 Years,2,Male M/D,None,4,Unknown,42,Free,2,Skilled,1,None,No,good
No Acc,15,Existing paid,Television,1386,Unknown,1-4 Years,4,Male S,None,2,Real Estate,40,Rent,1,Skilled,1,Registered,No,good
No Acc,24,Existing paid,Television,1278,< 100 DM ,>7 Years,4,Male M/D,None,1,Real Estate,36,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,12,Existing paid,Television,1107,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,20,Rent,1,Highly Qualified,2,Registered,No,good
< 0 DM,21,Existing paid,New Car,3763,Unknown,4-7 Years,2,Male M/D,Co-app,2,Real Estate,24,Own,1,Unskilled,1,None,Yes,good
0 <= ... < 200 DM,36,Existing paid,Education,3711,Unknown,1-4 Years,2,Male S,None,2,Others,27,Own,1,Skilled,1,None,No,good
No Acc,15,Delayed,Old Car,3594,< 100 DM ,1 Year,1,Female M/D,None,2,Building society,46,Own,2,Unskilled,1,None,No,good
0 <= ... < 200 DM,9,Existing paid,New Car,3195,Unknown,1-4 Years,1,Female M/D,None,2,Real Estate,33,Own,1,Unskilled,1,None,No,good
No Acc,36,Delayed,Television,4454,< 100 DM ,1-4 Years,4,Female M/D,None,4,Real Estate,34,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,24,Dues Remain,Furniture,4736,< 100 DM ,1 Year,2,Female M/D,None,4,Others,25,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,30,Existing paid,Television,2991,Unknown,>7 Years,2,Female M/D,None,4,Others,25,Own,1,Skilled,1,None,No,good
No Acc,11,Existing paid,Business,2142,>1000 DM,>7 Years,1,Female S,None,2,Real Estate,28,Own,1,Skilled,1,Registered,No,good
< 0 DM,24,Bank paid,Business,3161,< 100 DM ,1-4 Years,4,Male M/D,None,2,Building society,31,Rent,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,48,All Paid,Others,18424,< 100 DM ,1-4 Years,1,Female M/D,None,2,Building society,32,Own,1,Highly Qualified,1,Registered,Yes,bad
No Acc,10,Existing paid,Old Car,2848,100-500 DM,1-4 Years,1,Male M/D,Co-app,2,Real Estate,32,Own,1,Skilled,2,None,No,good
< 0 DM,6,Existing paid,New Car,14896,< 100 DM ,>7 Years,1,Male M/D,None,4,Unknown,68,Own,1,Highly Qualified,1,Registered,No,bad
< 0 DM,24,Existing paid,Furniture,2359,100-500 DM,Unemployed,1,Female S,None,1,Building society,33,Own,1,Skilled,1,None,No,bad
< 0 DM,24,Existing paid,Furniture,3345,< 100 DM ,>7 Years,4,Male M/D,None,2,Building society,39,Rent,1,Highly Qualified,1,Registered,No,bad
No Acc,18,Dues Remain,Furniture,1817,< 100 DM ,1-4 Years,4,Female M/D,None,2,Unknown,28,Own,2,Skilled,1,None,No,good
No Acc,48,Delayed,Television,12749,500-1000 DM,4-7 Years,4,Male M/D,None,1,Others,37,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,9,Existing paid,Television,1366,< 100 DM ,1 Year,3,Female M/D,None,4,Building society,22,Rent,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,12,Existing paid,New Car,2002,< 100 DM ,4-7 Years,3,Male M/D,None,4,Building society,30,Rent,1,Skilled,2,Registered,No,good
< 0 DM,24,Bank paid,Furniture,6872,< 100 DM ,1 Year,2,Female S,None,1,Building society,55,Own,1,Skilled,1,Registered,No,bad
< 0 DM,12,Bank paid,New Car,697,< 100 DM ,1 Year,4,Male M/D,None,2,Others,46,Own,2,Skilled,1,Registered,No,bad
< 0 DM,18,Dues Remain,Furniture,1049,< 100 DM ,1 Year,4,Female M/D,None,4,Building society,21,Rent,1,Skilled,1,None,No,good
